"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","eta","nuovi_casi","casi_totali","tipo_infezione"
2015-09-16,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","15-44",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","45-64",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","65-74",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934",">=75",0,1,"neuroinvasiva"
2015-09-16,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","<=14",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","15-44",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","45-64",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","65-74",0,1,"neuroinvasiva"
2015-09-16,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769",">=75",0,2,"neuroinvasiva"
2015-09-16,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","<=14",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","15-44",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","45-64",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","65-74",0,1,"neuroinvasiva"
2015-09-16,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363",">=75",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","<=14",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","15-44",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","45-64",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","65-74",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404",">=75",1,1,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","<=14",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","15-44",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","45-64",0,2,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","65-74",0,1,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487",">=75",1,4,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","<=14",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","15-44",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","45-64",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","65-74",0,1,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985",">=75",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","<=14",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","15-44",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","45-64",0,2,"neuroinvasiva"
2015-09-16,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","65-74",0,0,"neuroinvasiva"
2015-09-16,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191",">=75",0,2,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","<=14",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","15-44",0,1,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","45-64",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","65-74",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596",">=75",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","<=14",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","15-44",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","45-64",0,0,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","65-74",0,1,"neuroinvasiva"
2015-09-16,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973",">=75",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","65-74",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208",">=75",1,2,"neuroinvasiva"
2015-09-23,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","<=14",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","15-44",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","45-64",0,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","65-74",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865",">=75",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","65-74",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934",">=75",0,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","<=14",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","15-44",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","45-64",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","65-74",0,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769",">=75",0,2,"neuroinvasiva"
2015-09-23,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","<=14",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","15-44",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","45-64",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","65-74",0,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363",">=75",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","<=14",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","15-44",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","45-64",2,2,"neuroinvasiva"
2015-09-23,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","65-74",1,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404",">=75",0,1,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","45-64",0,2,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","65-74",0,1,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487",">=75",0,4,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","65-74",1,2,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985",">=75",1,1,"neuroinvasiva"
2015-09-23,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","<=14",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","15-44",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","45-64",0,2,"neuroinvasiva"
2015-09-23,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","65-74",0,0,"neuroinvasiva"
2015-09-23,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191",">=75",0,2,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","15-44",0,1,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","65-74",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596",">=75",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","65-74",0,1,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973",">=75",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","<=14",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","15-44",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","45-64",0,0,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","65-74",1,1,"neuroinvasiva"
2015-09-23,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295",">=75",0,0,"neuroinvasiva"
2015-09-23,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","<=14",0,0,"neuroinvasiva"
2015-09-23,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","15-44",0,0,"neuroinvasiva"
2015-09-23,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","45-64",0,0,"neuroinvasiva"
2015-09-23,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","65-74",0,0,"neuroinvasiva"
2015-09-23,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007",">=75",1,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","65-74",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208",">=75",0,2,"neuroinvasiva"
2015-09-30,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","<=14",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","15-44",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","45-64",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","65-74",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865",">=75",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","65-74",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934",">=75",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","<=14",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","15-44",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","45-64",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","65-74",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769",">=75",0,2,"neuroinvasiva"
2015-09-30,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","<=14",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","15-44",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","45-64",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","65-74",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363",">=75",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","<=14",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","15-44",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","45-64",0,2,"neuroinvasiva"
2015-09-30,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","65-74",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404",">=75",0,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","45-64",0,2,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","65-74",0,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487",">=75",0,4,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","65-74",0,2,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985",">=75",0,1,"neuroinvasiva"
2015-09-30,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","<=14",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","15-44",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","45-64",0,2,"neuroinvasiva"
2015-09-30,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191","65-74",0,0,"neuroinvasiva"
2015-09-30,3,"Lombardia",18,"Pavia","PV","4.518.509.264","9.160.157.191",">=75",0,2,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","15-44",0,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596","65-74",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",33,"Piacenza","PC","4.505.193.462","9.692.632.596",">=75",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973","65-74",0,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE","4.469.735.289","1.063.007.973",">=75",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","<=14",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","15-44",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","45-64",0,0,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295","65-74",0,1,"neuroinvasiva"
2015-09-30,8,"Emilia-Romagna",99,"Rimini","RN","4.406.090.087","125.656.295",">=75",0,0,"neuroinvasiva"
2015-09-30,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","<=14",0,0,"neuroinvasiva"
2015-09-30,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","15-44",0,0,"neuroinvasiva"
2015-09-30,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","45-64",0,0,"neuroinvasiva"
2015-09-30,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007","65-74",0,0,"neuroinvasiva"
2015-09-30,5,"Veneto",29,"Rovigo","RO","4.507.107.289","1.179.007",">=75",0,1,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","<=14",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","15-44",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","45-64",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208","65-74",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",37,"Bologna","BO","4.449.436.681","113.417.208",">=75",0,2,"neuroinvasiva"
2015-10-07,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","<=14",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","15-44",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","45-64",0,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865","65-74",1,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",19,"Cremona","CR","4.513.336.675","1.002.420.865",">=75",1,1,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","<=14",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","15-44",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","45-64",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934","65-74",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",38,"Ferrara","FE","4.483.599.085","1.161.868.934",">=75",0,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","<=14",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","15-44",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","45-64",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769","65-74",0,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",98,"Lodi","LO","4.531.440.693","9.503.720.769",">=75",0,2,"neuroinvasiva"
2015-10-07,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","<=14",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","15-44",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","45-64",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363","65-74",1,2,"neuroinvasiva"
2015-10-07,3,"Lombardia",20,"Mantova","MN","4.515.726.772","1.079.277.363",">=75",1,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","<=14",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","15-44",0,0,"neuroinvasiva"
2015-10-07,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","45-64",0,2,"neuroinvasiva"
2015-10-07,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404","65-74",0,1,"neuroinvasiva"
2015-10-07,3,"Lombardia",15,"Milano","MI","4.546.679.409","9.190.347.404",">=75",0,1,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","<=14",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","15-44",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","45-64",0,2,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487","65-74",0,1,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",36,"Modena","MO","4.464.600.009","1.092.615.487",">=75",0,4,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","<=14",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","15-44",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","45-64",0,0,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985","65-74",0,2,"neuroinvasiva"
2015-10-07,8,"Emilia-Romagna",34,"Parma","PR","4.480.107.394","1.032.834.985",">=75",0,1,"neuroinvasiva"
